rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled
400,40,University of British Columbia,75.7,400,62.9,50,73.1,48,88.8,169,47.9,459,94.8,47,master_account,0,/world-university-rankings/university-british-columbia,486,Canada,"56,452",18.9,34%,55 : 45,University of British Columbia,"Psychology,Geography,Biological Sciences,General Engineering,Communication & Media Studies,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Education,Civil Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Archaeology,Law,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Agriculture & Forestry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Architecture,Art, Performing Arts & Design,Computer Science,Sport Science,Sociology,Mechanical & Aerospace Engineering,Business & Management,History, Philosophy & Theology",False,False,False
410,41,École Polytechnique Fédérale de Lausanne,75.4,410,65.6,44,70.7,53,84.5,239,71.7,182,98.0,12,master_account,0,/world-university-rankings/ecole-polytechnique-federale-de-lausanne,510,Switzerland,"11,641",12.3,62%,30 : 70,École Polytechnique Fédérale de Lausanne,"Architecture,General Engineering,Chemistry,Computer Science,Electrical & Electronic Engineering,Biological Sciences,Chemical Engineering,Civil Engineering,Mathematics & Statistics,Physics & Astronomy,Economics & Econometrics,Mechanical & Aerospace Engineering",False,False,False
420,42,KU Leuven,74.6,420,59.7,59,74.9,42,86.7,207,99.2,21,76.8,253,master_account,11,/world-university-rankings/ku-leuven,531,Belgium,"47,663",36.5,18%,51 : 49,KU Leuven,"Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Sport Science,Politics & International Studies (incl Development Studies),Chemical Engineering,Business & Management,Education,General Engineering,Psychology,Economics & Econometrics,Computer Science,Mechanical & Aerospace Engineering,Geography,Art, Performing Arts & Design,Physics & Astronomy,History, Philosophy & Theology,Other Health,Civil Engineering,Biological Sciences,Communication & Media Studies,Archaeology,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Agriculture & Forestry,Architecture,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry",False,False,False
430,43,Universität Heidelberg,74.1,430,67.2,38,61.5,75,96.0,78,55.7,308,71.2,331,master_account,0,/world-university-rankings/universitat-heidelberg,537,Germany,"19,347",13.5,21%,55 : 45,Universität Heidelberg,"History, Philosophy & Theology,Sport Science,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Law,Education,Mathematics & Statistics,Geography,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Other Health,Psychology,Chemistry,Sociology,Archaeology,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry",False,False,False
440,44,Monash University,73.6,440,56.9,72,68.7,57,90.4,140,78.4,128,91.0,103,master_account,0,/world-university-rankings/monash-university,581,Australia,"58,725",42.5,41%,57 : 43,Monash University,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",False,False,False
450,45,Chinese University of Hong Kong,73.2,450,59.1,62,61.1,77,95.7,82,60.9,264,92.5,88,master_account,11,/world-university-rankings/chinese-university-hong-kong,662356,Hong Kong,"18,468",19.0,21%,,Chinese University of Hong Kong CUHK,"General Engineering,Education,Languages, Literature & Linguistics,Sport Science,Physics & Astronomy,Geography,Accounting & Finance,Other Health,Medicine & Dentistry,Economics & Econometrics,Psychology,Sociology,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Architecture,Business & Management,Art, Performing Arts & Design,Law,Computer Science,Biological Sciences",False,False,False
460,46,McGill University,73.0,460,62.0,51,72.4,52,82.5,274,43.5,644,91.0,101,master_account,11,/world-university-rankings/mcgill-university,492,Canada,"32,309",12.5,30%,60 : 40,McGill University,"Accounting & Finance,Education,Biological Sciences,Art, Performing Arts & Design,Archaeology,Law,Politics & International Studies (incl Development Studies),Other Health,Computer Science,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Civil Engineering,Psychology,Business & Management,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies",False,False,False
470,47,Paris Sciences et Lettres – PSL Research University Paris,72.9,470,68.2,35,73.5,47,75.5,400,78.8,125,76.3,262,master_account,0,/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris,615804,France,"16,218",15.0,22%,51 : 49,Paris Sciences et Lettres – PSL Research University Paris,"History, Philosophy & Theology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Other Health,Politics & International Studies (incl Development Studies),Chemical Engineering,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Law,Civil Engineering,Economics & Econometrics,Sociology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Geography,Physics & Astronomy,Biological Sciences,Computer Science",False,False,False
480,48,University of Illinois at Urbana-Champaign,72.7,480,67.1,39,78.9,32,78.1,359,50.1,407,56.2,550,public,0,/world-university-rankings/university-illinois-urbana-champaign,495,United States,"48,674",17.4,22%,48 : 52,University of Illinois at Urbana-Champaign,"Art, Performing Arts & Design,Computer Science,Archaeology,General Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Business & Management,Geography,History, Philosophy & Theology,Other Health,Sport Science,Psychology,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Education,Accounting & Finance,Civil Engineering,Veterinary Science,Biological Sciences,Physics & Astronomy",False,False,False
490,49,Karolinska Institute,72.4,490,51.1,103,68.8,56,94.0,98,66.4,218,87.3,148,master_account,0,/world-university-rankings/karolinska-institute,496,Sweden,"8,021",9.9,27%,70 : 30,Karolinska Institute,"Education,Psychology,Chemical Engineering,Other Health,Mathematics & Statistics,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Business & Management",False,False,False
500,50,University of Texas at Austin,72.3,500,66.2,43,73.1,49,87.5,195,51.3,383,40.1,957,public,0,/world-university-rankings/university-texas-austin,493,United States,"49,171",17.4,10%,53 : 47,University of Texas at Austin,"Architecture,Business & Management,Law,Communication & Media Studies,Biological Sciences,Economics & Econometrics,Psychology,Education,Sport Science,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry",False,False,False
510,51,Fudan University,72.0,510,71.8,31,75.8,41,74.5,423,77.3,143,45.2,795,master_account,0,/world-university-rankings/fudan-university,700,China,"36,318",11.9,9%,52 : 48,Fudan University,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",False,False,False
520,52,Shanghai Jiao Tong University,71.2,520,75.3,27,82.9,26,59.9,670,100.0,7,43.7,842,master_account,0,/world-university-rankings/shanghai-jiao-tong-university,801,China,"37,478",11.5,8%,42 : 58,Shanghai Jiao Tong University SJTU,"Medicine & Dentistry,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Physics & Astronomy,Computer Science,Chemistry,History, Philosophy & Theology,Education,Biological Sciences,Architecture,Chemical Engineering,Agriculture & Forestry,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Accounting & Finance,General Engineering,Psychology,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences",False,False,False
530,53,The University of Queensland,71.1,530,55.9,80,66.5,58,84.3,245,82.0,102,93.2,79,master_account,11,/world-university-rankings/university-queensland,538,Australia,"41,372",34.2,41%,55 : 45,The University of Queensland UQ UOQ,"History, Philosophy & Theology,Civil Engineering,Veterinary Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Architecture,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Law,Other Health,Chemistry,Education,Chemical Engineering,Psychology,Economics & Econometrics,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management",False,False,False
540,=54,University of Manchester,70.9,540,54.5,88,63.7,69,91.3,129,45.3,552,92.7,86,master_account,0,/world-university-rankings/university-manchester,512,United Kingdom,"37,035",14.2,44%,55 : 45,University of Manchester,"Archaeology,Chemical Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,Geography,Education,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Chemistry,Computer Science,Biological Sciences,Architecture,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Law,Civil Engineering,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences",False,False,False
550,=54,The University of Sydney,70.9,550,53.1,92,65.8,62,88.5,174,73.2,170,90.6,106,master_account,1,/world-university-rankings/university-sydney,522,Australia,"45,853",19.0,45%,58 : 42,The University of Sydney UniSyd,"History, Philosophy & Theology,Business & Management,Languages, Literature & Linguistics,Computer Science,Medicine & Dentistry,Archaeology,Chemistry,Chemical Engineering,Communication & Media Studies,Education,Sociology,Psychology,Agriculture & Forestry,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Other Health,Veterinary Science,Physics & Astronomy,General Engineering,Law,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics",False,False,False
